# TileX TileY ObjIdx X_local Y_local
2464 560 43 172.75 218.78
2464 560 44 201.25 222.61
2464 560 45 46.43 204.31
2464 560 46 27.40 9.61
2464 560 47 211.47 76.94
2464 560 48 26.19 139.67
2464 560 49 82.11 32.31
2464 560 50 202.75 59.76
2576 560 1 209.45 1.52
2576 560 2 150.12 4.43
2576 560 3 61.47 9.51
2576 560 4 9.65 17.34
2576 560 5 11.30 24.64
2576 560 6 34.32 27.70
2576 560 7 26.34 28.30
2576 560 8 186.33 31.11
2576 560 9 131.26 52.67
2576 560 10 41.48 54.51
2576 560 11 65.48 60.52
2576 560 12 137.74 62.42
2576 560 13 110.53 66.07
2576 560 14 34.40 68.88
2576 560 15 14.68 73.66
2576 560 16 122.21 78.36
2576 560 17 198.96 87.53
2576 560 18 27.69 117.32
2576 560 19 198.14 116.74
2576 560 20 168.60 119.20
2576 560 21 140.24 122.99
2576 560 22 192.69 127.32
2576 560 23 92.11 128.54
2576 560 24 82.08 138.10
2576 560 25 78.65 145.67
2576 560 26 120.06 144.20
2576 560 27 211.34 152.31
2576 560 28 28.53 156.50
2576 560 29 76.40 158.71
2576 560 30 81.17 159.50
2576 560 31 99.33 173.34
2576 560 32 142.43 176.37
2576 560 33 13.56 185.80
2576 560 34 68.71 187.92
2576 560 35 42.29 190.10
2576 560 36 96.63 197.68
2576 560 37 56.39 191.72
2576 560 38 2.68 202.34
2576 560 39 25.47 212.47
2576 560 40 155.39 211.81
2576 560 41 190.67 217.30
2576 560 42 60.75 218.78
2576 560 43 89.25 222.61
2576 560 44 99.47 76.94
2576 560 45 176.43 74.17
2576 560 46 139.59 58.35
2576 560 47 90.75 59.76
2688 560 1 148.56 75.91
2688 560 2 97.45 1.52
2688 560 3 153.73 8.69
2688 560 4 38.12 4.43
2688 560 5 201.80 10.58
2688 560 6 192.58 18.87
2688 560 7 74.33 31.11
2688 560 8 142.01 42.28
2688 560 9 19.26 52.67
2688 560 10 25.74 62.42
2688 560 11 121.13 63.22
2688 560 12 194.41 82.17
2688 560 13 10.21 78.36
2688 560 14 112.33 102.30
2688 560 15 86.96 87.53
2688 560 16 86.14 116.74
2688 560 17 56.60 119.20
2688 560 18 28.24 122.99
2688 560 19 80.69 127.32
2688 560 20 192.56 132.52
2688 560 21 137.09 110.19
2688 560 22 153.59 143.14
2688 560 23 154.22 148.46
2688 560 24 8.06 144.20
2688 560 25 134.50 141.78
2688 560 26 195.90 148.72
2688 560 27 99.34 152.31
2688 560 28 191.30 159.53
2688 560 29 141.53 171.03
2688 560 30 165.00 170.98
2688 560 31 213.49 181.55
2688 560 32 30.43 176.37
2688 560 33 192.15 181.76
2688 560 34 223.24 184.99
2688 560 35 222.00 181.49
2688 560 36 123.33 199.68
2688 560 37 142.18 184.79
2688 560 38 168.85 197.84
2688 560 39 164.00 198.70
2688 560 40 199.42 202.84
2688 560 41 43.39 211.81
2688 560 42 78.67 217.30
2688 560 43 147.39 216.72
2688 560 44 135.46 73.12
2688 560 45 64.43 74.17
2688 560 46 27.59 58.35
2800 560 1 36.56 75.91
2800 560 2 209.52 5.00
2800 560 3 41.73 8.69
2800 560 4 89.80 10.58
2800 560 5 171.29 20.29
2800 560 6 80.58 18.87
2800 560 7 30.01 42.28
2800 560 8 112.37 41.99
2800 560 9 203.99 30.05
2800 560 10 9.13 63.22
2800 560 11 171.54 73.55
2800 560 12 216.46 67.12
2800 560 13 157.34 81.67
2800 560 14 196.00 79.93
2800 560 15 112.49 83.45
2800 560 16 194.51 87.50
2800 560 17 82.41 82.17
2800 560 18 0.33 102.30
2800 560 19 127.48 107.48
2800 560 20 168.50 126.54
2800 560 21 80.56 132.52
2800 560 22 208.33 133.67
2800 560 23 130.18 134.45
2800 560 24 25.09 110.19
2800 560 25 220.87 136.82
2800 560 26 119.11 135.41
2800 560 27 41.59 143.14
2800 560 28 42.22 148.46
2800 560 29 22.50 141.78
2800 560 30 83.90 148.72
2800 560 31 220.25 150.01
2800 560 32 79.30 159.53
2800 560 33 145.17 167.40
2800 560 34 29.53 171.03
2800 560 35 53.00 170.98
2800 560 36 101.49 181.55
2800 560 37 219.47 183.52
2800 560 38 80.15 181.76
2800 560 39 119.24 187.83
2800 560 40 111.24 184.99
2800 560 41 110.00 181.49
2800 560 42 11.33 199.68
2800 560 43 30.18 184.79
2800 560 44 56.85 197.84
2800 560 45 52.00 198.70
2800 560 46 194.08 198.94
2800 560 47 87.42 202.84
2800 560 48 199.04 204.72
2800 560 49 125.24 205.15
2800 560 50 121.03 209.86
2800 560 51 150.61 216.68
2800 560 52 164.72 220.28
2800 560 53 112.50 216.98
2800 560 54 35.39 216.72
2800 560 55 217.73 10.71
2800 560 56 23.46 73.12
2912 560 1 97.52 5.00
2912 560 2 128.85 4.86
2912 560 3 59.29 20.29
2912 560 4 0.37 41.99
2912 560 5 91.99 30.05
2912 560 6 59.54 73.55
2912 560 7 104.46 67.12
2912 560 8 45.34 81.67
2912 560 9 84.00 79.93
2912 560 10 0.49 83.45
2912 560 11 82.51 87.50
2912 560 12 199.00 87.94
2912 560 13 219.96 46.26
2912 560 14 214.63 95.69
2912 560 15 223.26 89.66
2912 560 16 119.67 97.31
2912 560 17 125.40 77.98
2912 560 18 15.48 107.48
2912 560 19 136.48 84.63
2912 560 20 151.00 124.00
2912 560 21 56.50 126.54
2912 560 22 96.33 133.67
2912 560 23 18.18 134.45
2912 560 24 108.87 136.82
2912 560 25 7.11 135.41
2912 560 26 194.84 140.06
2912 560 27 108.25 150.01
2912 560 28 33.17 167.40
2912 560 29 119.34 171.33
2912 560 30 107.47 183.52
2912 560 31 7.24 187.83
2912 560 32 171.67 198.32
2912 560 33 82.08 198.94
2912 560 34 155.81 198.82
2912 560 35 87.04 204.72
2912 560 36 13.24 205.15
2912 560 37 9.03 209.86
2912 560 38 146.38 214.45
2912 560 39 38.61 216.68
2912 560 40 52.72 220.28
2912 560 41 0.50 216.98
2912 560 42 197.50 221.89
2912 560 43 105.73 10.71
2912 560 44 213.73 10.02
3024 560 1 16.85 4.86
3024 560 2 180.29 17.66
3024 560 3 115.27 22.34
3024 560 4 210.82 37.62
3024 560 5 113.70 73.34
3024 560 6 122.49 80.46
3024 560 7 215.71 79.38
3024 560 8 87.00 87.94
3024 560 9 107.96 46.26
3024 560 10 102.63 95.69
3024 560 11 111.26 89.66
3024 560 12 7.67 97.31
3024 560 13 157.07 89.35
3024 560 14 13.40 77.98
3024 560 15 24.48 84.63
3024 560 16 197.18 106.41
3024 560 17 39.00 124.00
3024 560 18 178.91 124.34
3024 560 19 82.84 140.06
3024 560 20 199.98 149.76
3024 560 21 223.69 168.31
3024 560 22 150.66 169.67
3024 560 23 7.34 171.33
3024 560 24 218.71 181.05
3024 560 25 133.49 194.99
3024 560 26 59.67 198.32
3024 560 27 43.81 198.82
3024 560 28 208.22 204.58
3024 560 29 155.24 188.68
3024 560 30 34.38 214.45
3024 560 31 158.70 223.65
3024 560 32 85.50 221.89
3024 560 33 101.73 10.02
3136 560 1 68.29 17.66
3136 560 2 143.14 13.36
3136 560 3 3.27 22.34
3136 560 4 128.40 28.17
3136 560 5 98.82 37.62
3136 560 6 221.49 68.26
3136 560 7 1.70 73.34
3136 560 8 10.49 80.46
3136 560 9 103.71 79.38
3136 560 10 219.65 84.28
3136 560 11 154.69 96.33
3136 560 12 45.07 89.35
3136 560 13 211.49 99.46
3136 560 14 85.18 106.41
3136 560 15 164.29 118.59
3136 560 16 182.62 122.80
3136 560 17 66.91 124.34
3136 560 18 211.65 136.67
3136 560 19 119.67 142.67
3136 560 20 149.81 141.33
3136 560 21 135.51 148.46
3136 560 22 87.98 149.76
3136 560 23 148.49 151.52
3136 560 24 111.69 168.31
3136 560 25 38.66 169.67
3136 560 26 217.98 170.02
3136 560 27 215.83 175.42
3136 560 28 106.71 181.05
3136 560 29 194.98 193.53
3136 560 30 21.49 194.99
3136 560 31 207.05 197.97
3136 560 32 96.22 204.58
3136 560 33 154.87 198.10
3136 560 34 43.24 188.68
3136 560 35 46.70 223.65
3248 560 1 189.67 6.33
3248 560 2 31.14 13.36
3248 560 3 214.62 19.76
3248 560 4 204.35 25.65
3248 560 5 16.40 28.17
3248 560 6 122.82 52.23
3248 560 7 182.49 52.03
3248 560 8 143.17 60.18
3248 560 9 109.49 68.26
3248 560 10 142.39 70.66
3248 560 11 167.66 74.70
3248 560 12 107.65 84.28
3248 560 13 42.69 96.33
3248 560 14 221.31 98.30
3248 560 15 99.49 99.46
3248 560 16 176.26 106.33
3248 560 17 52.29 118.59
3248 560 18 70.62 122.80
3248 560 19 120.77 134.05
3248 560 20 99.65 136.67
3248 560 21 208.63 139.22
3248 560 22 7.67 142.67
3248 560 23 160.03 135.81
3248 560 24 37.81 141.33
3248 560 25 23.51 148.46
3248 560 26 36.49 151.52
3248 560 27 198.66 169.67
3248 560 28 116.99 169.04
3248 560 29 173.29 171.31
3248 560 30 105.98 170.02
3248 560 31 118.28 176.37
3248 560 32 103.83 175.42
3248 560 33 156.55 180.03
3248 560 34 205.50 189.49
3248 560 35 82.98 193.53
3248 560 36 95.05 197.97
3248 560 37 42.87 198.10
3248 560 38 188.46 194.40
3248 560 39 159.66 209.65
3248 560 40 191.72 215.98
3248 560 41 194.10 222.03
3360 560 1 77.67 6.33
3360 560 2 115.50 14.48
3360 560 3 102.62 19.76
3360 560 4 92.35 25.65
3360 560 5 162.76 30.90
3360 560 6 159.35 38.00
3360 560 7 129.33 42.98
3360 560 8 158.26 52.37
3360 560 9 10.82 52.23
3360 560 10 70.49 52.03
3360 560 11 204.99 51.62
3360 560 12 31.17 60.18
3360 560 13 211.50 54.52
3360 560 14 196.49 60.74
3360 560 15 30.39 70.66
3360 560 16 55.66 74.70
3360 560 17 131.70 74.35
3360 560 18 215.63 59.45
3360 560 19 145.97 80.34
3360 560 20 173.00 85.99
3360 560 21 200.82 92.59
3360 560 22 109.31 98.30
3360 560 23 117.25 101.57
3360 560 24 64.26 106.33
3360 560 25 176.49 121.50
3360 560 26 8.77 134.05
3360 560 27 215.69 138.69
3360 560 28 96.63 139.22
3360 560 29 48.03 135.81
3360 560 30 114.69 154.71
3360 560 31 123.85 160.39
3360 560 32 208.50 164.49
3360 560 33 191.41 164.67
3360 560 34 86.66 169.67
3360 560 35 4.99 169.04
3360 560 36 61.29 171.31
3360 560 37 6.28 176.37
3360 560 38 44.55 180.03
3360 560 39 93.50 189.49
3360 560 40 198.07 193.44
3360 560 41 162.50 190.49
3360 560 42 145.50 208.51
3360 560 43 76.46 194.40
3360 560 44 47.66 209.65
3360 560 45 79.72 215.98
3360 560 46 199.33 221.31
3360 560 47 82.10 222.03
3472 560 1 3.50 14.48
3472 560 2 161.87 15.69
3472 560 3 124.16 34.43
3472 560 4 174.49 39.50
3472 560 5 50.76 30.90
3472 560 6 47.35 38.00
3472 560 7 17.33 42.98
3472 560 8 46.26 52.37
3472 560 9 141.51 53.43
3472 560 10 127.31 53.31
3472 560 11 92.99 51.62
3472 560 12 114.84 58.39
3472 560 13 154.69 59.42
3472 560 14 99.50 54.52
3472 560 15 84.49 60.74
3472 560 16 142.02 72.11
3472 560 17 19.70 74.35
3472 560 18 114.82 72.64
3472 560 19 103.63 59.45
3472 560 20 192.64 76.21
3472 560 21 197.31 81.78
3472 560 22 33.97 80.34
3472 560 23 61.00 85.99
3472 560 24 88.82 92.59
3472 560 25 5.25 101.57
3472 560 26 64.49 121.50
3472 560 27 217.18 123.98
3472 560 28 140.61 129.85
3472 560 29 184.77 129.41
3472 560 30 103.69 138.69
3472 560 31 190.72 147.68
3472 560 32 215.18 142.35
3472 560 33 2.69 154.71
3472 560 34 162.51 157.51
3472 560 35 164.84 154.83
3472 560 36 223.48 154.42
3472 560 37 11.85 160.39
3472 560 38 96.50 164.49
3472 560 39 79.41 164.67
3472 560 40 140.69 168.10
3472 560 41 190.83 161.06
3472 560 42 173.21 168.50
3472 560 43 189.09 170.12
3472 560 44 184.25 176.75
3472 560 45 86.07 193.44
3472 560 46 187.12 181.95
3472 560 47 50.50 190.49
3472 560 48 33.50 208.51
3472 560 49 87.33 221.31
3584 560 1 178.15 9.74
3584 560 2 49.87 15.69
3584 560 3 12.16 34.43
3584 560 4 204.36 36.70
3584 560 5 62.49 39.50
3584 560 6 150.51 39.54
3584 560 7 29.51 53.43
3584 560 8 15.31 53.31
3584 560 9 2.84 58.39
3584 560 10 42.69 59.42
3584 560 11 166.80 59.04
3584 560 12 193.48 66.58
3584 560 13 186.49 68.53
3584 560 14 30.02 72.11
3584 560 15 2.82 72.64
3584 560 16 80.64 76.21
3584 560 17 85.31 81.78
3584 560 18 114.57 88.22
3584 560 19 105.18 123.98
3584 560 20 200.49 123.22
3584 560 21 28.61 129.85
3584 560 22 72.77 129.41
3584 560 23 121.86 141.63
3584 560 24 78.72 147.68
3584 560 25 103.18 142.35
3584 560 26 50.51 157.51
3584 560 27 52.84 154.83
3584 560 28 131.44 158.47
3584 560 29 111.48 154.42
3584 560 30 145.48 156.12
3584 560 31 28.69 168.10
3584 560 32 78.83 161.06
3584 560 33 61.21 168.50
3584 560 34 77.09 170.12
3584 560 35 220.69 180.35
3584 560 36 72.25 176.75
3584 560 37 75.12 181.95
3584 560 38 214.30 218.32
3696 560 1 66.15 9.74
3696 560 2 116.68 15.66
3696 560 3 160.15 19.89
3696 560 4 201.16 25.14
3696 560 5 92.36 36.70
3696 560 6 217.84 29.57
3696 560 7 38.51 39.54
3696 560 8 206.49 35.50
3696 560 9 54.80 59.04
3696 560 10 81.48 66.58
3696 560 11 74.49 68.53
3696 560 12 171.53 72.38
3696 560 13 148.56 72.17
3696 560 14 2.57 88.22
3696 560 15 209.46 111.38
3696 560 16 88.49 123.22
3696 560 17 184.39 132.31
3696 560 18 9.86 141.63
3696 560 19 19.44 158.47
3696 560 20 33.48 156.12
3696 560 21 180.00 159.99
3696 560 22 153.34 170.65
3696 560 23 170.19 167.42
3696 560 24 138.35 175.31
3696 560 25 108.69 180.35
3696 560 26 166.30 183.36
3696 560 27 189.00 181.80
3696 560 28 135.75 132.14
3696 560 29 213.31 199.36
3696 560 30 128.58 198.04
3696 560 31 207.80 200.63
3696 560 32 157.07 201.24
3696 560 33 222.32 208.34
3696 560 34 147.50 206.98
3696 560 35 102.30 218.32
3696 560 36 121.67 218.67
3696 560 37 190.74 220.03
3808 560 1 4.68 15.66
3808 560 2 174.95 6.58
3808 560 3 48.15 19.89
3808 560 4 89.16 25.14
3808 560 5 150.34 33.70
3808 560 6 212.08 33.88
3808 560 7 105.84 29.57
3808 560 8 94.49 35.50
3808 560 9 193.92 59.56
3808 560 10 181.28 63.71
3808 560 11 205.29 72.33
3808 560 12 153.64 60.88
3808 560 13 59.53 72.38
3808 560 14 36.56 72.17
3808 560 15 169.93 73.59
3808 560 16 202.68 88.69
3808 560 17 174.30 89.31
3808 560 18 211.82 86.43
3808 560 19 191.69 84.56
3808 560 20 97.46 111.38
3808 560 21 186.78 110.99
3808 560 22 142.64 118.21
3808 560 23 72.39 132.31
3808 560 24 213.19 144.39
3808 560 25 152.31 143.10
3808 560 26 194.68 161.68
3808 560 27 68.00 159.99
3808 560 28 140.31 169.69
3808 560 29 41.34 170.65
3808 560 30 58.19 167.42
3808 560 31 26.35 175.31
3808 560 32 54.30 183.36
3808 560 33 145.25 185.66
3808 560 34 77.00 181.80
3808 560 35 23.75 132.14
3808 560 36 155.02 183.21
3808 560 37 165.14 187.65
3808 560 38 101.31 199.36
3808 560 39 16.58 198.04
3808 560 40 204.14 192.83
3808 560 41 95.80 200.63
3808 560 42 156.98 205.74
3808 560 43 45.07 201.24
3808 560 44 110.32 208.34
3808 560 45 35.50 206.98
3808 560 46 9.67 218.67
3808 560 47 180.36 223.75
3808 560 48 78.74 220.03
3808 560 49 217.34 92.94
3808 560 50 218.82 72.25
3920 560 1 116.00 13.00
3920 560 2 176.34 19.69
3920 560 3 62.95 6.58
3920 560 4 219.67 25.93
3920 560 5 38.34 33.70
3920 560 6 100.08 33.88
3920 560 7 216.08 37.20
3920 560 8 138.58 42.79
3920 560 9 81.92 59.56
3920 560 10 116.44 53.32
3920 560 11 69.28 63.71
3920 560 12 160.72 62.00
3920 560 13 220.67 65.61
3920 560 14 93.29 72.33
3920 560 15 128.89 74.35
3920 560 16 41.64 60.88
3920 560 17 57.93 73.59
3920 560 18 90.68 88.69
3920 560 19 62.30 89.31
3920 560 20 99.82 86.43
3920 560 21 153.27 91.37
3920 560 22 79.69 84.56
3920 560 23 156.02 93.78
3920 560 24 113.55 93.94
3920 560 25 211.54 110.52
3920 560 26 74.78 110.99
3920 560 27 163.78 117.08
3920 560 28 219.96 112.96
3920 560 29 30.64 118.21
3920 560 30 212.23 124.74
3920 560 31 161.35 140.33
3920 560 32 143.59 140.04
3920 560 33 101.19 144.39
3920 560 34 40.31 143.10
3920 560 35 136.23 147.24
3920 560 36 82.68 161.68
3920 560 37 28.31 169.69
3920 560 38 222.83 167.67
3920 560 39 184.55 173.62
3920 560 40 33.25 185.66
3920 560 41 43.02 183.21
3920 560 42 53.14 187.65
3920 560 43 92.14 192.83
3920 560 44 44.98 205.74
3920 560 45 143.96 206.48
3920 560 46 217.68 204.75
3920 560 47 198.72 209.33
3920 560 48 68.36 223.75
3920 560 49 105.34 92.94
3920 560 50 117.01 175.63
3920 560 51 131.61 72.22
3920 560 52 129.43 131.77
3920 560 53 113.73 64.04
3920 560 54 120.66 94.21
3920 560 55 106.82 72.25
3920 560 56 128.16 109.28
3920 560 57 139.24 175.80
3920 560 58 134.00 131.92
4032 560 1 4.00 13.00
4032 560 2 64.34 19.69
4032 560 3 107.67 25.93
4032 560 4 104.08 37.20
4032 560 5 26.58 42.79
4032 560 6 4.44 53.32
4032 560 7 116.46 60.48
4032 560 8 48.72 62.00
4032 560 9 108.67 65.61
4032 560 10 117.33 72.70
4032 560 11 16.89 74.35
4032 560 12 119.38 88.02
4032 560 13 41.27 91.37
4032 560 14 44.02 93.78
4032 560 15 1.55 93.94
4032 560 16 99.54 110.52
4032 560 17 127.05 101.85
4032 560 18 51.78 117.08
4032 560 19 107.96 112.96
4032 560 20 133.74 117.43
4032 560 21 100.23 124.74
4032 560 22 49.35 140.33
4032 560 23 31.59 140.04
4032 560 24 24.23 147.24
4032 560 25 132.18 138.34
4032 560 26 135.26 142.22
4032 560 27 145.42 165.26
4032 560 28 110.83 167.67
4032 560 29 116.08 171.10
4032 560 30 72.55 173.62
4032 560 31 121.02 198.70
4032 560 32 31.96 206.48
4032 560 33 105.68 204.75
4032 560 34 86.72 209.33
4032 560 35 188.23 94.60
4032 560 36 5.01 175.63
4032 560 37 19.61 72.22
4032 560 38 17.43 131.77
4032 560 39 1.73 64.04
4032 560 40 8.66 94.21
4032 560 41 129.82 185.06
4032 560 42 16.16 109.28
4032 560 43 27.24 175.80
4032 560 44 22.00 131.92
4032 560 45 145.19 167.38
4032 560 46 134.55 171.70
4144 560 1 4.46 60.48
4144 560 2 5.33 72.70
4144 560 3 7.38 88.02
4144 560 4 15.05 101.85
4144 560 5 21.74 117.43
4144 560 6 20.18 138.34
4144 560 7 23.26 142.22
4144 560 8 33.42 165.26
4144 560 9 4.08 171.10
4144 560 10 9.02 198.70
4144 560 11 76.23 94.60
4144 560 12 204.58 94.98
4144 560 13 17.82 185.06
4144 560 14 33.19 167.38
4144 560 15 22.55 171.70
4256 560 1 92.58 94.98
0 672 1 216.96 201.44
0 672 2 125.68 220.28
0 672 3 150.56 220.10
0 672 4 150.51 163.86
112 672 1 222.52 179.50
112 672 2 199.32 184.36
112 672 3 140.47 194.54
112 672 4 104.96 201.44
112 672 5 219.43 199.74
112 672 6 119.02 206.99
112 672 7 153.71 210.17
112 672 8 13.68 220.28
112 672 9 149.71 220.79
112 672 10 206.98 216.62
112 672 11 38.56 220.10
112 672 12 163.74 221.98
112 672 13 38.51 163.86
112 672 14 138.18 208.70
224 672 1 201.60 161.49
224 672 2 165.07 172.52
224 672 3 145.63 172.15
224 672 4 199.34 177.30
224 672 5 110.52 179.50
224 672 6 87.32 184.36
224 672 7 28.47 194.54
224 672 8 107.43 199.74
224 672 9 113.95 204.07
224 672 10 7.02 206.99
224 672 11 41.71 210.17
224 672 12 37.71 220.79
224 672 13 94.98 216.62
224 672 14 51.74 221.98
224 672 15 169.00 207.35
224 672 16 203.60 99.75
224 672 17 223.96 158.63
224 672 18 26.18 208.70
336 672 1 89.60 161.49
336 672 2 53.07 172.52
336 672 3 33.63 172.15
336 672 4 87.34 177.30
336 672 5 151.00 161.65
336 672 6 169.66 191.29
336 672 7 148.48 201.53
336 672 8 1.95 204.07
336 672 9 205.55 185.79
336 672 10 208.47 212.34
336 672 11 149.82 220.96
336 672 12 211.15 172.39
336 672 13 57.00 207.35
336 672 14 91.60 99.75
336 672 15 199.07 160.34
336 672 16 111.96 158.63
448 672 1 192.34 120.29
448 672 2 174.74 124.37
448 672 3 192.52 130.53
448 672 4 206.43 120.53
448 672 5 184.75 128.03
448 672 6 192.90 151.18
448 672 7 198.34 163.66
448 672 8 185.97 175.74
448 672 9 196.96 181.88
448 672 10 39.00 161.65
448 672 11 57.66 191.29
448 672 12 219.86 199.24
448 672 13 36.48 201.53
448 672 14 158.65 199.52
448 672 15 93.55 185.79
448 672 16 171.39 208.20
448 672 17 96.47 212.34
448 672 18 37.82 220.96
448 672 19 99.15 172.39
448 672 20 186.39 223.12
448 672 21 87.07 160.34
448 672 22 127.07 145.79
560 672 1 155.30 107.67
560 672 2 137.38 110.82
560 672 3 191.67 119.32
560 672 4 80.34 120.29
560 672 5 62.74 124.37
560 672 6 80.52 130.53
560 672 7 94.43 120.53
560 672 8 72.75 128.03
560 672 9 170.52 149.48
560 672 10 80.90 151.18
560 672 11 154.84 151.28
560 672 12 86.34 163.66
560 672 13 73.97 175.74
560 672 14 84.96 181.88
560 672 15 208.29 200.32
560 672 16 107.86 199.24
560 672 17 46.65 199.52
560 672 18 59.39 208.20
560 672 19 144.64 217.31
560 672 20 74.39 223.12
560 672 21 199.02 35.27
560 672 22 15.07 145.79
672 672 1 219.33 78.68
672 672 2 214.70 87.70
672 672 3 181.76 86.76
672 672 4 176.83 81.96
672 672 5 43.30 107.67
672 672 6 25.38 110.82
672 672 7 79.67 119.32
672 672 8 204.30 130.46
672 672 9 58.52 149.48
672 672 10 167.03 154.25
672 672 11 42.84 151.28
672 672 12 203.81 156.39
672 672 13 217.69 163.63
672 672 14 148.33 175.99
672 672 15 113.83 123.49
672 672 16 162.36 186.51
672 672 17 96.29 200.32
672 672 18 32.64 217.31
672 672 19 87.02 35.27
672 672 20 207.61 94.39
672 672 21 121.83 221.75
784 672 1 196.76 54.40
784 672 2 191.11 55.89
784 672 3 107.33 78.68
784 672 4 136.51 78.16
784 672 5 102.70 87.70
784 672 6 69.76 86.76
784 672 7 64.83 81.96
784 672 8 149.13 106.60
784 672 9 140.54 116.75
784 672 10 193.67 123.69
784 672 11 177.08 124.70
784 672 12 92.30 130.46
784 672 13 115.34 144.84
784 672 14 55.03 154.25
784 672 15 91.81 156.39
784 672 16 105.69 163.63
784 672 17 123.80 167.09
784 672 18 36.33 175.99
784 672 19 179.97 183.50
784 672 20 175.61 184.32
784 672 21 1.83 123.49
784 672 22 112.91 178.74
784 672 23 50.36 186.51
784 672 24 131.44 198.50
784 672 25 119.68 216.29
784 672 26 95.61 94.39
784 672 27 9.83 221.75
784 672 28 114.04 82.81
896 672 1 195.32 33.33
896 672 2 218.26 33.28
896 672 3 158.52 45.34
896 672 4 150.08 43.91
896 672 5 84.76 54.40
896 672 6 125.32 52.22
896 672 7 135.78 52.03
896 672 8 79.11 55.89
896 672 9 124.05 59.02
896 672 10 172.05 64.77
896 672 11 24.51 78.16
896 672 12 116.50 106.75
896 672 13 122.49 106.43
896 672 14 37.13 106.60
896 672 15 148.21 111.64
896 672 16 28.54 116.75
896 672 17 81.67 123.69
896 672 18 135.34 126.30
896 672 19 65.08 124.70
896 672 20 221.72 132.48
896 672 21 197.46 124.75
896 672 22 3.34 144.84
896 672 23 11.80 167.09
896 672 24 67.97 183.50
896 672 25 63.61 184.32
896 672 26 0.91 178.74
896 672 27 142.66 190.35
896 672 28 19.44 198.50
896 672 29 199.86 210.37
896 672 30 7.68 216.29
896 672 31 128.77 154.28
896 672 32 213.17 31.00
896 672 33 2.04 82.81
1008 672 1 191.09 19.65
1008 672 2 169.14 23.85
1008 672 3 165.10 21.60
1008 672 4 83.32 33.33
1008 672 5 139.69 34.67
1008 672 6 106.26 33.28
1008 672 7 46.52 45.34
1008 672 8 38.08 43.91
1008 672 9 13.32 52.22
1008 672 10 23.78 52.03
1008 672 11 12.05 59.02
1008 672 12 60.05 64.77
1008 672 13 164.34 64.33
1008 672 14 4.50 106.75
1008 672 15 10.49 106.43
1008 672 16 36.21 111.64
1008 672 17 176.95 116.78
1008 672 18 219.96 115.54
1008 672 19 23.34 126.30
1008 672 20 109.72 132.48
1008 672 21 85.46 124.75
1008 672 22 129.32 154.67
1008 672 23 215.98 128.64
1008 672 24 138.01 171.53
1008 672 25 159.47 114.90
1008 672 26 30.66 190.35
1008 672 27 165.52 201.52
1008 672 28 87.86 210.37
1008 672 29 147.14 206.71
1008 672 30 209.92 28.00
1008 672 31 16.77 154.28
1008 672 32 180.65 153.99
1008 672 33 101.17 31.00
1008 672 34 222.00 20.18
1120 672 1 136.54 1.49
1120 672 2 79.09 19.65
1120 672 3 57.14 23.85
1120 672 4 53.10 21.60
1120 672 5 27.69 34.67
1120 672 6 195.76 54.50
1120 672 7 52.34 64.33
1120 672 8 112.73 72.05
1120 672 9 204.33 84.97
1120 672 10 64.95 116.78
1120 672 11 107.96 115.54
1120 672 12 125.80 120.39
1120 672 13 206.47 135.48
1120 672 14 119.61 131.30
1120 672 15 178.85 139.98
1120 672 16 17.32 154.67
1120 672 17 163.83 152.81
1120 672 18 103.98 128.64
1120 672 19 26.01 171.53
1120 672 20 211.98 169.72
1120 672 21 202.21 167.58
1120 672 22 47.47 114.90
1120 672 23 220.67 170.84
1120 672 24 140.63 179.17
1120 672 25 53.52 201.52
1120 672 26 165.41 205.20
1120 672 27 215.78 205.02
1120 672 28 35.14 206.71
1120 672 29 97.92 28.00
1120 672 30 222.06 94.48
1120 672 31 68.65 153.99
1120 672 32 110.00 20.18
1232 672 1 24.54 1.49
1232 672 2 139.19 3.98
1232 672 3 142.31 9.34
1232 672 4 183.57 42.78
1232 672 5 83.76 54.50
1232 672 6 0.73 72.05
1232 672 7 92.33 84.97
1232 672 8 211.00 86.02
1232 672 9 155.61 96.27
1232 672 10 142.94 103.06
1232 672 11 13.80 120.39
1232 672 12 94.47 135.48
1232 672 13 7.61 131.30
1232 672 14 137.94 144.53
1232 672 15 66.85 139.98
1232 672 16 51.83 152.81
1232 672 17 99.98 169.72
1232 672 18 90.21 167.58
1232 672 19 108.67 170.84
1232 672 20 28.63 179.17
1232 672 21 159.79 184.40
1232 672 22 169.74 193.75
1232 672 23 156.21 195.03
1232 672 24 53.41 205.20
1232 672 25 103.78 205.02
1232 672 26 121.04 212.96
1232 672 27 176.51 222.00
1232 672 28 130.06 222.80
1232 672 29 132.62 92.41
1232 672 30 110.06 94.48
1232 672 31 194.00 219.42
1232 672 32 165.39 219.68
1232 672 33 129.76 221.46
1232 672 34 221.18 213.05
1344 672 1 27.19 3.98
1344 672 2 117.23 5.99
1344 672 3 200.49 8.45
1344 672 4 30.31 9.34
1344 672 5 139.74 39.65
1344 672 6 71.57 42.78
1344 672 7 138.20 51.90
1344 672 8 175.01 59.48
1344 672 9 122.68 69.66
1344 672 10 205.50 80.09
1344 672 11 99.00 86.02
1344 672 12 43.61 96.27
1344 672 13 30.94 103.06
1344 672 14 162.52 106.28
